REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
57976,2026,06,3,47,0,05,,2,6,5,,1,1,2,3,17,05,24,,,,,,,,,,,,,,,,47,,,,,,8,6,1,4,12,5,2,,1,,1,,,0,,,1,18,,92
57977,2026,06,1,35,0,01,2,1,6,2,1,,,2,3,19,07,34,,,,120,120,2,120,120,0,,0,0,0,4,3,,1625,3,1,1,1,,,,,,,,,,,,,,,,,1,03,,486
57978,2026,06,3,35,0,04,,2,1,4,,1,2,2,3,17,02,09,,,,,,,,,,,,,,,,3,,,,,,12,2,2,4,12,4,2,,1,,1,1,,1,,,1,06,1,187
57979,2026,06,2,13,0,12,,1,2,2,1,,,2,3,06,08,35,1,33,2,400,0,1,400,0,,,,,,,202,,5530,3,3,3,3,,,,,,,,,,,,,,,,,,05,,91
57980,2026,06,1,35,0,07,,1,1,5,1,,,2,3,05,02,05,,,,350,350,1,350,350,0,,0,0,0,,128,,9700,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,702
57981,2026,06,1,24,0,11,,2,5,2,1,,,2,3,10,07,34,,,,310,310,1,310,310,0,,0,0,0,,59,,1999,3,1,1,4,,,,,,,,,,,,,,,,,,01,,75
57982,2026,06,4,24,0,02,3,2,6,2,,1,2,2,2,10,07,34,,,,,,,,,,,,,,,,1,,,,,,,,,4,10,6,,,,,,,,,,,2,06,,461
57983,2026,06,1,11,0,02,4,1,6,4,1,,,2,3,10,07,34,,,,380,360,1,380,360,0,,0,0,0,,87,,2050,3,4,2,4,,,,,,,,,,,,,,,,,1,01,,79
57984,2026,06,4,35,5,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,11,,402
57985,2026,06,4,35,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,1,11,,323
57986,2026,06,1,48,0,03,5,2,6,1,1,,,2,3,08,10,43,,,,400,400,1,400,400,0,,0,0,0,,70,,2200,1,1,1,1,,,,,,,,,,,,,,,,,1,03,,285
57987,2026,06,1,11,0,09,,1,1,4,1,,,1,3,18,09,40,,,,400,400,1,400,400,0,,0,0,0,,240,,2727,1,2,2,4,,,,,,,,,,,,,,,,,1,05,,48
57988,2026,06,1,59,0,03,6,1,6,4,1,,,2,1,17,07,32,,,,280,280,2,280,280,0,,0,0,0,5,34,,2801,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,462
57989,2026,06,1,24,0,01,2,2,6,2,1,,,2,3,19,07,34,,,,150,80,2,150,80,80,4,0,0,0,5,1,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,14,,288
57990,2026,06,2,48,8,08,,1,2,3,1,,,6,3,19,01,03,0,2,,250,0,2,250,0,,,,,,7,37,,,,,,,,,,,,,,,,,,,,,,,1,06,1,658
57991,2026,06,1,48,0,12,,1,1,1,1,,,2,3,04,09,40,,,,800,980,1,800,980,0,,120,60,180,,240,,7500,3,4,2,4,,,,,,,,,,,,,,,,,,05,,143
57992,2026,06,1,10,0,10,,2,5,4,1,,,4,3,20,07,32,,,,120,60,2,120,60,,,,,,5,51,,,,,,,,,,,,,,,,,,,,,,,1,01,,27
57993,2026,06,1,47,0,09,,2,1,4,1,,,1,3,12,03,11,,,,375,375,1,375,375,0,,0,0,0,,118,,6308,3,1,3,4,,,,,,,,,,,,,,,,,1,04,4,210
57994,2026,06,1,10,0,09,,1,1,2,1,,,1,3,16,07,34,,,,400,400,1,400,400,0,,0,0,0,,170,,2240,1,1,3,3,,,,,,,,,,,,,,,,,1,04,4,91
57995,2026,06,3,35,4,05,,1,1,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,80,,,,,,6,6,1,0,06,8,2,,1,,,,1,0,,,1,11,,1051
57996,2026,06,1,35,4,10,,1,1,4,1,,,2,2,10,07,33,,,,350,340,1,350,340,0,,0,0,0,,39,,2400,3,1,1,3,,,,,,,,,,,,,,,,,1,05,,389
57997,2026,06,4,24,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,11,,81
57998,2026,06,1,12,0,09,,1,1,4,1,,,3,3,16,05,20,,,,500,600,1,500,600,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,1,02,,84
57999,2026,06,1,59,0,08,,1,2,4,1,,,1,3,21,08,35,,,,400,490,1,400,490,0,,60,30,90,,193,,4831,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,72
58000,2026,06,1,11,0,02,4,2,2,4,1,,,2,3,10,07,33,,,,400,240,1,400,240,240,3,0,0,0,,3,,1850,3,2,2,2,,,,,,,,,,,,,,,,,1,02,,69
58001,2026,06,1,47,0,07,,1,1,5,1,,,2,3,14,03,12,,,,375,355,1,375,355,20,2,0,0,0,,240,,7007,3,1,4,4,,,,,,,,,,,,,,,,,1,03,1,137
58002,2026,06,4,59,0,02,3,2,6,3,,1,2,2,3,20,05,24,,,,,,,,,,,,,,,,32,,,,,,,,,3,05,7,1,,,,,,,,,,2,06,,85
58003,2026,06,1,59,0,08,,2,2,0,1,,,2,2,01,09,40,,,,400,400,1,400,400,0,,0,0,0,,240,,1785,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,60
58004,2026,06,1,47,0,09,,2,6,2,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,94,,3200,2,1,3,4,,,,,,,,,,,,,,,,,1,18,,205
58005,2026,06,1,24,2,04,,2,6,6,1,,,2,3,14,05,19,,,,500,500,1,500,500,0,,0,0,0,,98,,5769,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,1249
58006,2026,06,1,35,0,08,,2,6,4,1,,,1,3,17,05,26,,,,400,240,1,400,240,160,1,0,0,0,,44,,3028,1,1,3,4,,,,,,,,,,,,,,,,,1,18,,196
58007,2026,06,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,,,,,,,,,,,01,,201
58008,2026,06,4,24,2,11,,2,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,01,,443
58009,2026,06,4,35,5,06,,2,1,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,702
58010,2026,06,4,35,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,1,11,,199
58011,2026,06,1,35,5,09,,2,1,5,1,,,2,3,12,01,02,,,,375,375,1,375,375,0,,0,0,0,,240,,12205,3,1,4,4,,,,,,,,,,,,,,,,,1,03,3,498
58012,2026,06,1,24,2,06,,2,1,4,1,,,4,2,10,01,03,,,,400,400,1,400,400,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,1,03,2,997
58013,2026,06,3,35,4,02,4,1,6,3,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,5,1,,,,2,,,,1,,1,3,,,1,18,,534
58014,2026,06,4,24,0,12,,2,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,112
58015,2026,06,1,59,0,04,,2,2,2,1,,,2,1,19,07,33,,,,200,200,2,200,200,0,,0,0,0,2,90,,2200,3,1,1,1,,,,,,,,,,,,,,,,,1,09,1,643
58016,2026,06,4,11,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,11,,51
58017,2026,06,4,24,0,11,,2,6,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,03,,150
58018,2026,06,1,10,0,04,,2,2,4,1,,,2,3,10,07,33,,,,375,375,1,375,375,0,,0,0,0,,6,,1650,3,4,2,4,,,,,,,,,,,,,,,,,1,03,1,77
58019,2026,06,4,10,0,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,71
58020,2026,06,1,59,0,04,,1,6,6,1,,,5,3,17,05,21,,,,40,30,2,40,30,,,,,,0,29,,,,,,,,,,,,,,,,,,,,,,,1,01,,239
58021,2026,06,4,12,0,12,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,01,,167
58022,2026,06,4,48,0,12,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,01,,217
58023,2026,06,1,24,0,02,3,2,6,0,1,,,2,3,19,07,34,,,,350,350,1,350,350,0,,0,0,0,,7,,1750,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,113
58024,2026,06,4,48,0,02,3,2,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,1,15,,100
58025,2026,06,4,35,0,12,,1,3,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,142
58026,2026,06,4,35,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,18,,1030
58027,2026,06,1,47,0,10,,1,4,3,2,,,6,2,15,07,34,,,,500,0,1,590,90,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,01,,129
58028,2026,06,1,35,4,04,,1,1,4,1,,,2,2,19,07,32,,,,270,80,2,270,80,0,,0,0,0,5,1,,2200,3,4,2,3,,,,,,,,,,,,,,,,,1,03,2,320
58029,2026,06,4,35,0,11,,2,1,2,,1,2,2,3,20,07,34,,,,,,,,,,,,,,,,193,,,,,,,,,4,10,1,,,,,,,,,,,,11,,161
58030,2026,06,4,10,0,12,,1,1,2,,1,1,6,3,13,07,32,,,,,,,,,,,,,,,,193,,,,,,,,,5,07,7,,,,,,,,,,,,11,,69
58031,2026,06,4,10,0,10,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,62
58032,2026,06,1,35,0,04,,2,1,5,1,,,2,3,08,02,08,,,,400,425,1,400,425,0,,25,0,25,,40,,3500,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,360
58033,2026,06,1,24,2,06,,2,1,2,1,,,1,3,11,02,07,,,,360,360,1,360,360,0,,0,0,0,,240,,4500,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,859
58034,2026,06,4,35,4,11,,1,1,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,03,,338
58035,2026,06,1,35,0,02,4,2,6,5,1,,,1,3,21,07,33,,,,400,400,1,400,400,0,,0,0,0,,2,,2500,3,3,3,3,,,,,,,,,,,,,,,,,1,04,,334
58036,2026,06,4,46,6,11,,1,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,08,,259
58037,2026,06,1,35,4,03,6,1,6,6,1,,,2,1,06,03,13,,,,400,400,1,400,400,0,,0,0,0,,16,,3365,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,222
58038,2026,06,1,35,4,03,6,1,1,2,1,,,2,2,14,02,08,,,,80,450,2,80,450,0,,0,50,50,2,21,,3452,3,1,1,1,,,,,,,,,,,,,,,,,1,06,1,1251
58039,2026,06,4,59,0,02,4,1,6,2,,1,2,2,2,19,07,34,,,,,,,,,,,,,,,,15,,,,,,,,,4,10,4,,,,,,,,,0,,1,18,,95
58040,2026,06,1,24,0,04,,1,2,3,1,,,2,3,04,09,39,,,,400,400,1,400,400,0,,0,0,0,,2,,2750,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,175
58041,2026,06,4,47,0,12,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,11,,183
58042,2026,06,1,46,6,11,,2,5,6,1,,,2,3,17,01,02,,,,350,350,1,350,350,0,,0,0,0,,1,,7692,3,1,4,4,,,,,,,,,,,,,,,,,,01,,141
58043,2026,06,1,12,0,05,,1,6,4,1,,,2,3,11,08,36,,,,500,500,1,500,500,0,,0,0,0,,162,,5000,3,2,1,1,,,,,,,,,,,,,,,,,1,08,,149
58044,2026,06,4,35,4,12,,1,1,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,,469
58045,2026,06,1,35,3,08,,2,1,5,1,,,1,3,21,03,12,,,,375,355,1,375,355,20,2,0,0,0,,240,,8051,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,932
58046,2026,06,4,47,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,11,,154
58047,2026,06,1,59,0,05,,1,1,4,1,,,2,3,06,08,35,,,,400,550,1,400,550,0,,150,0,150,,46,,6731,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,85
58048,2026,06,1,46,6,03,6,1,1,6,1,,,2,1,07,10,41,,,,400,500,1,400,500,0,,100,0,100,,9,,3200,1,1,4,4,,,,,,,,,,,,,,,,,1,07,,270
58049,2026,06,1,24,2,05,,1,6,5,1,,,1,3,16,05,20,,,,320,320,1,320,320,0,,0,0,0,,123,,4959,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,1816
58050,2026,06,4,46,0,12,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,11,,58
58051,2026,06,1,12,0,05,,1,6,4,1,,,2,3,19,07,34,,,,300,300,1,300,300,0,,0,0,0,,226,,1800,3,1,3,4,,,,,,,,,,,,,,,,,1,11,,150
58052,2026,06,1,46,0,04,,1,1,5,1,,,2,3,18,04,15,,,,500,160,1,500,160,240,3,0,0,0,,59,,2000,3,3,1,1,,,,,,,,,,,,,,,,,1,03,1,97
58053,2026,06,4,10,0,12,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,01,,80
58054,2026,06,1,35,0,02,3,1,6,2,1,,,2,3,01,09,40,,,,470,480,1,470,480,0,,0,0,0,,18,,2450,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,180
58055,2026,06,1,47,0,03,5,1,6,3,1,,,2,3,06,08,36,,,,700,450,1,700,450,0,,0,0,0,,81,,3700,3,4,4,4,,,,,,,,,,,,,,,,,1,01,,158
58056,2026,06,4,35,0,10,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,1,08,,253
58057,2026,06,1,35,4,10,,2,1,6,1,,,2,3,13,02,08,,,,340,280,1,340,280,80,2,0,0,0,,112,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,04,4,999
58058,2026,06,1,12,0,10,,1,1,4,1,,,3,3,06,08,35,,,,750,750,1,750,750,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,1,05,,162
58059,2026,06,1,35,0,04,,1,1,6,1,,,2,1,08,03,12,,,,400,320,1,400,320,80,3,0,0,0,,61,,4038,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,317
58060,2026,06,4,35,4,01,1,1,6,0,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,06,,413
58061,2026,06,1,10,0,06,,1,1,5,1,,,2,3,14,01,02,,,,400,400,1,400,400,0,,0,0,0,,123,,7644,3,1,2,4,,,,,,,,,,,,,,,,,1,03,2,89
58062,2026,06,4,24,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,11,,115
58063,2026,06,1,35,0,09,,2,1,1,1,,,6,3,14,06,29,,,,400,380,1,400,380,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,1,09,3,968
58064,2026,06,4,35,0,12,,1,1,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,259
58065,2026,06,1,47,0,10,,2,5,2,1,,,2,3,12,02,09,,,,375,375,1,375,375,0,,0,0,0,,40,,4662,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,96
58066,2026,06,1,35,0,02,4,1,6,2,1,,,2,3,10,08,36,,,,400,410,1,400,410,0,,0,0,0,,31,,2200,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,1097
58067,2026,06,1,35,0,03,5,1,6,4,1,,,2,1,04,09,40,,,,400,437,1,400,437,0,,37,0,37,,4,,3000,3,3,4,4,,,,,,,,,,,,,,,,,1,18,,342
58068,2026,06,1,13,0,07,,1,6,2,1,,,1,3,17,02,09,,,,400,400,1,400,400,0,,0,0,0,,240,,2800,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,129
58069,2026,06,1,35,5,02,4,2,6,6,1,,,1,3,21,03,11,,,,350,350,1,350,350,0,,0,0,0,,9,,3170,3,3,4,4,,,,,,,,,,,,,,,,,1,01,,970
58070,2026,06,1,59,9,08,,2,1,4,1,,,1,3,16,05,25,,,,315,315,1,315,315,0,,0,0,0,,88,,3403,1,1,2,4,,,,,,,,,,,,,,,,,1,03,3,494
58071,2026,06,1,35,0,08,,2,1,2,1,,,2,2,19,07,33,,,,350,350,1,350,350,0,,0,0,0,,87,,1700,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,253
58072,2026,06,1,46,0,03,5,2,2,5,1,,,1,3,16,05,20,,,,350,400,1,350,400,0,,0,50,50,,10,,4121,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,156
58073,2026,06,1,59,0,04,,2,1,6,1,,,4,3,17,05,21,,,,300,230,1,300,230,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,1,02,,321
58074,2026,06,1,24,1,03,6,1,2,4,1,,,2,3,06,08,38,,,,450,360,1,450,360,90,2,0,0,0,,62,,4000,1,1,3,3,,,,,,,,,,,,,,,,,1,03,1,946
58075,2026,06,4,59,0,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,02,,88
58076,2026,06,4,59,0,09,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,171
58077,2026,06,1,48,7,03,6,1,6,5,1,,,1,1,21,03,13,,,,375,375,1,375,375,0,,0,0,0,,48,,4872,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,1003
58078,2026,06,4,11,0,09,,2,1,4,,1,1,1,3,21,02,07,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,7,,,,,,,,,,,1,11,,46
58079,2026,06,4,11,0,12,,1,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,58
58080,2026,06,4,59,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,516
58081,2026,06,4,35,4,01,2,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,02,,183
58082,2026,06,1,48,0,08,,1,1,4,1,,,2,3,06,08,35,,,,500,500,1,500,500,0,,0,0,0,,237,,2308,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,105
58083,2026,06,4,35,0,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,04,,172
58084,2026,06,4,35,0,04,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,1,15,,372
58085,2026,06,1,59,9,09,,1,1,2,2,,,1,2,11,01,04,,,,400,400,1,600,600,0,,0,0,0,,240,,4327,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,1286
58086,2026,06,3,35,3,11,,1,1,2,,1,1,2,3,14,07,31,,,,,,,,,,,,,,,,168,,,,,,25,2,1,4,12,7,2,,1,1,1,,,1,,,,09,3,592
58087,2026,06,1,59,0,05,,2,6,1,1,,,2,3,11,02,07,,,,400,400,1,400,400,0,,0,0,0,,146,,3413,3,1,1,4,,,,,,,,,,,,,,,,,1,14,1,73
58088,2026,06,4,35,0,12,,2,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,78
58089,2026,06,4,46,0,06,,1,5,1,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,10,,,,,,,,,4,10,9,,,,,,,,,5,,1,18,,84
58090,2026,06,2,47,0,07,,2,1,4,1,,,1,2,17,04,18,3,7,1,120,0,2,120,0,,,,,,7,76,,2450,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,201
58091,2026,06,4,35,0,10,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,1,11,,355
58092,2026,06,1,35,0,08,,1,1,3,1,,,1,3,18,07,31,,,,400,345,1,400,345,80,3,25,0,25,,226,,4300,1,1,3,3,,,,,,,,,,,,,,,,,1,04,4,68
58093,2026,06,4,59,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,82
58094,2026,06,1,12,0,09,,2,1,4,1,,,2,1,18,02,05,,,,330,280,1,330,280,0,,0,0,0,,193,,8977,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,108
58095,2026,06,1,24,2,10,,1,6,1,1,,,2,3,15,09,40,,,,400,320,1,400,320,80,0,0,0,0,,121,,2000,3,2,3,3,,,,,,,,,,,,,,,,,1,01,,981
58096,2026,06,1,35,0,03,6,2,2,5,2,,,1,3,17,04,16,,,,400,240,1,550,390,240,3,0,0,0,,15,,4100,1,3,4,4,,,,,,,,,,,,,,,,,1,02,,75
58097,2026,06,1,48,0,02,4,2,6,4,1,,,2,1,19,07,32,,,,350,350,1,350,350,0,,0,0,0,,41,,1900,3,1,1,1,,,,,,,,,,,,,,,,,1,03,,219
58098,2026,06,4,24,0,02,3,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,1,07,,110
58099,2026,06,1,35,4,02,3,2,6,3,1,,,2,3,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,1,,1800,3,3,2,2,,,,,,,,,,,,,,,,,3,04,,105
58100,2026,06,1,48,0,01,1,2,6,1,1,,,2,3,18,07,34,,,,200,200,2,200,200,0,,0,0,0,4,5,,1700,3,1,2,2,,,,,,,,,,,,,,,,,2,03,,134
58101,2026,06,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,01,,80
58102,2026,06,4,12,0,01,2,1,6,1,,1,1,2,3,10,07,34,,,,,,,,,,,,,,,,4,,,,,,,,,4,09,10,,,,,,,,,,,2,14,,166
58103,2026,06,1,24,0,10,,1,1,2,1,,,3,3,18,01,02,,,,450,500,1,450,500,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,04,4,216
58104,2026,06,1,35,3,07,,1,1,2,1,,,2,3,15,02,09,,,,350,340,1,350,340,0,,0,0,0,,240,,2165,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,686
58105,2026,06,1,24,2,02,4,1,6,4,1,,,2,3,10,07,33,,,,200,200,2,200,200,0,,0,0,0,4,49,,1695,3,1,3,4,,,,,,,,,,,,,,,,,2,18,,515
58106,2026,06,1,35,0,09,,2,1,4,1,,,2,3,10,07,33,,,,320,320,1,320,320,0,,0,0,0,,4,,1760,3,4,1,4,,,,,,,,,,,,,,,,,1,02,,351
58107,2026,06,2,13,0,02,3,2,6,2,1,,,2,3,17,02,09,1,1,2,350,0,1,350,0,,,,,,,17,,2000,3,1,2,3,,,,,,,,,,,,,,,,,1,17,,131
58108,2026,06,1,24,0,06,,1,6,4,1,,,2,1,06,08,35,,,,370,250,1,370,250,0,,0,0,0,,3,,4264,1,1,2,2,,,,,,,,,,,,,,,,,1,01,,351
58109,2026,06,1,35,0,11,,2,3,2,1,,,2,3,07,10,42,,,,20,35,2,20,35,50,1,0,0,0,1,18,,1775,3,1,1,1,,,,,,,,,,,,,,,,,,01,,261
58110,2026,06,4,46,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,11,,57
58111,2026,06,4,46,0,12,,1,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,11,,70
58112,2026,06,4,24,0,08,,2,5,4,,1,2,2,3,15,07,34,,,,,,,,,,,,,,,,37,,,,,,,,,4,13,4,,,,,,,,,,,1,01,,105
58113,2026,06,1,35,4,06,,2,1,2,1,,,2,2,12,01,02,,,,375,435,1,375,435,0,,0,60,60,,103,,7436,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,936
58114,2026,06,4,47,0,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,06,,137
58115,2026,06,2,10,0,04,,2,1,4,1,,,1,3,17,02,08,2,28,2,375,0,1,375,0,,,,,,,12,,2690,3,3,2,4,,,,,,,,,,,,,,,,,1,09,1,43
58116,2026,06,1,24,2,02,4,2,6,4,1,,,1,3,16,05,20,,,,100,50,2,100,50,0,,0,0,0,5,8,,3500,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,1374
58117,2026,06,4,13,0,12,,2,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,64
58118,2026,06,2,59,9,06,,2,5,6,1,,,2,3,17,02,06,1,4,2,375,0,1,375,0,,,,,,,50,,2923,3,1,2,2,,,,,,,,,,,,,,,,,1,14,3,528
58119,2026,06,1,12,0,06,,2,6,5,1,,,2,3,08,07,31,,,,480,500,1,480,500,0,,20,0,20,,118,,2200,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,90
58120,2026,06,4,47,0,10,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,01,,146
58121,2026,06,3,35,4,10,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,85,4,1,,,26,2,1,1,1,1,1,,1,,,1,08,,808
58122,2026,06,4,11,0,09,,1,2,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,51,,,,,,,,,1,01,1,,,,,,,,,,,1,08,,61
58123,2026,06,1,46,0,03,6,1,6,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,94,,4200,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,282
58124,2026,06,1,48,0,04,,1,1,5,1,,,2,1,17,05,24,,,,400,400,1,400,400,0,,0,0,0,,25,,1700,3,1,2,2,,,,,,,,,,,,,,,,,1,06,1,376
58125,2026,06,1,35,0,04,,1,1,2,1,,,2,3,08,07,33,,,,370,300,1,370,300,80,1,0,0,0,,38,,2300,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,213
