REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
33424,2026,06,1,10,0,04,,2,6,4,1,,,2,3,04,09,39,,,,420,800,1,420,800,0,,10,20,30,,100,,5400,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,77
33425,2026,06,1,47,0,05,,2,1,5,1,,,2,3,14,02,05,,,,400,430,1,400,430,0,,0,30,30,,70,,6010,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,153
33426,2026,06,4,48,8,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,539
33427,2026,06,4,13,0,12,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,100
33428,2026,06,1,13,0,09,,2,5,2,1,,,1,3,17,07,31,,,,400,400,1,400,400,0,,0,0,0,,37,,2700,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,44
33429,2026,06,1,59,9,12,,2,3,4,1,,,6,3,14,02,06,,,,200,200,2,200,200,,,,,,5,26,,,,,,,,,,,,,,,,,,,,,,,,01,,649
33430,2026,06,1,35,0,08,,1,1,2,2,,,6,3,11,08,38,,,,300,300,1,500,500,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,1,18,,325
33431,2026,06,4,24,0,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,343
33432,2026,06,2,24,0,09,,1,2,1,1,,,2,3,06,08,35,1,1,2,400,0,1,400,0,,,,,,,240,,4000,3,1,2,3,,,,,,,,,,,,,,,,,1,03,2,91
33433,2026,06,1,35,0,10,,1,1,4,1,,,2,2,09,03,13,,,,400,400,1,400,400,0,,0,0,0,,240,,3221,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,239
33434,2026,06,1,12,0,02,4,2,6,5,1,,,1,3,17,04,16,,,,400,480,1,400,480,0,,0,0,0,,20,,4200,1,1,3,4,,,,,,,,,,,,,,,,,1,13,,119
33435,2026,06,3,24,0,04,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,60,7,1,,,15,2,,,1,1,1,,2,,,1,01,,114
33436,2026,06,1,59,9,02,3,2,6,3,1,,,2,3,16,02,09,,,,200,200,2,200,200,0,,0,0,0,4,5,,1785,3,1,1,3,,,,,,,,,,,,,,,,,2,06,,399
33437,2026,06,1,10,0,10,,2,1,2,1,,,1,3,17,04,18,,,,375,375,1,375,375,0,,0,0,0,,240,,2207,1,1,4,4,,,,,,,,,,,,,,,,,1,08,,61
33438,2026,06,4,24,0,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,1,08,,117
33439,2026,06,1,35,4,05,,2,1,5,1,,,2,1,12,02,05,,,,400,400,1,400,400,0,,0,0,0,,51,,2788,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,321
33440,2026,06,1,11,0,11,,1,3,2,1,,,3,3,20,01,03,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,01,,28
33441,2026,06,1,35,0,05,,1,1,4,1,,,2,3,15,03,13,,,,400,400,1,400,400,0,,0,0,0,,15,,3500,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,319
33442,2026,06,4,35,0,12,,1,2,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,11,,216
33443,2026,06,4,35,0,12,,1,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,157
33444,2026,06,1,59,0,05,,2,2,4,1,,,4,3,20,07,32,,,,650,650,1,650,650,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,02,,99
33445,2026,06,1,48,0,03,5,1,6,2,1,,,2,3,19,02,06,,,,400,450,1,400,450,0,,0,50,50,,122,,2933,3,1,3,3,,,,,,,,,,,,,,,,,1,01,,509
33446,2026,06,1,46,0,10,,2,1,2,1,,,2,3,20,07,34,,,,400,400,1,400,400,0,,0,0,0,,131,,1900,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,79
33447,2026,06,1,24,2,08,,2,1,5,2,,,2,3,10,04,14,,,,170,140,2,220,175,0,,0,0,0,5,97,,7000,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,1078
33448,2026,06,4,35,0,11,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,01,,251
33449,2026,06,4,35,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,11,,197
33450,2026,06,1,24,0,09,,2,2,2,1,,,2,3,12,07,33,,,,350,350,1,350,350,0,,0,0,0,,193,,2800,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,134
33451,2026,06,4,10,0,08,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,1,01,,63
33452,2026,06,4,35,0,01,2,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,,221
33453,2026,06,1,35,0,07,,1,1,1,1,,,4,1,11,08,38,,,,500,400,1,500,400,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,1,06,1,247
33454,2026,06,1,35,0,05,,1,1,6,1,,,3,3,17,04,14,,,,360,360,1,360,360,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,1,03,1,255
33455,2026,06,3,13,0,04,,2,6,4,,1,1,1,2,21,09,40,,,,,,,,,,,,,,,,4,,,,,,4,6,1,4,10,11,2,,,,1,,,3,,,1,01,,91
33456,2026,06,1,46,6,01,2,1,6,1,2,,,2,3,10,07,33,,,,150,140,2,310,220,0,,0,0,0,7,1,,1600,3,1,2,4,,,,,,,,,,,,,,,,,2,10,,210
33457,2026,06,4,35,4,12,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,11,,762
33458,2026,06,3,10,0,10,,2,3,1,,1,1,2,3,10,07,32,,,,,,,,,,,,,,,,193,,,,,,4,2,1,4,10,1,2,1,,,1,,,1,,,1,01,,63
33459,2026,06,1,35,4,10,,2,1,5,1,,,2,2,09,02,08,,,,400,80,1,400,80,320,3,0,0,0,,240,,3346,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,122
33460,2026,06,1,13,0,10,,1,2,2,1,,,2,3,10,07,34,,,,350,350,1,350,350,0,,0,0,0,,240,,1875,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,95
33461,2026,06,4,35,0,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,11,,207
33462,2026,06,1,35,4,10,,2,1,6,1,,,2,2,07,03,12,,,,400,400,1,400,400,0,,0,0,0,,240,,6490,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,134
33463,2026,06,1,35,0,09,,1,4,4,1,,,2,3,09,02,07,,,,410,450,1,410,450,0,,40,0,40,,213,,3900,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,259
33464,2026,06,4,46,6,11,,1,1,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,217
33465,2026,06,2,46,0,02,3,1,6,3,1,,,2,3,01,09,40,3,1,2,500,0,1,500,0,,,,,,,84,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,281
33466,2026,06,1,11,0,01,2,1,6,1,1,,,2,3,13,03,13,,,,380,430,1,380,430,0,,50,0,50,,29,,2150,3,1,1,3,,,,,,,,,,,,,,,,,1,06,,63
33467,2026,06,3,59,0,02,4,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,,25,2,1,1,1,,,1,0,,,1,01,,86
33468,2026,06,4,59,0,11,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,11,,222
33469,2026,06,2,13,0,06,,1,6,2,1,,,2,3,01,09,40,0,1,2,700,0,1,700,0,,,,,,,74,,2005,3,2,1,3,,,,,,,,,,,,,,,,,1,11,,99
33470,2026,06,1,59,0,07,,2,1,3,1,,,2,2,01,09,40,,,,400,400,1,400,400,0,,0,0,0,,174,,2200,3,1,2,3,,,,,,,,,,,,,,,,,1,18,,80
33471,2026,06,4,46,6,09,,2,2,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,1,05,,124
33472,2026,06,2,35,0,06,,2,6,5,1,,,1,3,21,02,09,3,1,1,362,0,1,362,0,,,,,,,116,,3131,1,1,2,4,,,,,,,,,,,,,,,,,1,18,,78
33473,2026,06,4,59,9,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,11,,430
33474,2026,06,4,13,0,02,4,2,6,4,,1,2,2,3,10,04,17,,,,,,,,,,,,,,,,63,,,,,,,,,3,05,11,,,,,,,,,,,2,17,,71
33475,2026,06,4,35,0,12,,1,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,11,,300
33476,2026,06,1,24,0,07,,2,6,5,1,,,1,3,16,05,20,,,,350,320,1,350,320,70,3,0,40,40,,240,,4396,1,1,2,4,,,,,,,,,,,,,,,,,1,14,3,166
33477,2026,06,1,48,8,06,,2,6,6,1,,,4,3,18,06,27,,,,400,400,1,400,400,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,1,14,2,576
33478,2026,06,1,12,0,06,,2,2,4,1,,,1,3,16,05,24,,,,360,510,1,360,510,0,,0,150,150,,57,,2800,1,3,2,4,,,,,,,,,,,,,,,,,1,03,2,193
33479,2026,06,1,48,7,05,,1,2,5,1,,,2,1,06,03,13,,,,420,420,1,420,420,0,,0,0,0,,95,,5500,3,1,2,4,,,,,,,,,,,,,,,,,2,03,2,695
33480,2026,06,4,47,0,07,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,3,06,2,146
33481,2026,06,1,24,0,10,,1,4,2,1,,,2,3,14,02,06,,,,500,500,1,500,500,0,,0,0,0,,26,,1154,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,113
33482,2026,06,1,24,0,04,,2,6,3,1,,,2,3,09,08,38,,,,400,400,1,400,400,0,,0,0,0,,29,,2000,1,1,1,1,,,,,,,,,,,,,,,,,1,14,,336
33483,2026,06,4,59,0,12,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,209
33484,2026,06,1,11,0,04,,2,2,4,1,,,2,3,17,05,24,,,,400,400,1,400,400,0,,0,0,0,,5,,1750,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,64
33485,2026,06,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,103
33486,2026,06,3,48,8,04,,1,2,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,2,,,,,,4,6,1,4,12,2,2,,,,1,,1,2,,,1,12,1,844
33487,2026,06,1,48,7,07,,2,1,6,1,,,2,3,05,02,05,,,,400,400,1,400,400,0,,0,0,0,,78,,6250,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,943
33488,2026,06,4,24,0,12,,1,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,689
33489,2026,06,1,35,4,02,3,2,6,2,1,,,1,3,17,04,18,,,,120,120,2,120,120,0,,0,0,0,4,7,,2150,1,3,4,4,,,,,,,,,,,,,,,,,2,03,,118
33490,2026,06,1,13,0,08,,2,1,6,1,,,2,3,07,01,02,,,,400,420,1,400,420,0,,0,20,20,,33,,5288,3,1,3,3,,,,,,,,,,,,,,,,,1,04,4,151
33491,2026,06,1,47,0,06,,2,1,5,1,,,2,3,18,01,02,,,,400,400,1,400,400,0,,0,0,0,,29,,6622,3,1,3,3,,,,,,,,,,,,,,,,,1,03,1,174
33492,2026,06,4,35,5,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,01,,305
33493,2026,06,4,59,0,09,,2,1,4,,1,2,2,3,10,07,34,,,,,,,,,,,,,,,,31,,,,,,,,,1,01,11,,,,,,,,,,,1,05,,313
33494,2026,06,1,48,0,07,,2,1,4,1,,,2,3,04,03,13,,,,400,400,1,400,400,0,,0,0,0,,15,,6300,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,85
33495,2026,06,4,24,2,01,2,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,292
33496,2026,06,1,13,0,08,,2,1,2,1,,,2,3,18,07,33,,,,375,375,1,375,375,0,,0,0,0,,94,,2267,3,1,1,1,,,,,,,,,,,,,,,,,1,10,4,123
33497,2026,06,1,35,4,03,6,2,6,5,1,,,2,2,12,02,05,,,,370,370,1,370,370,0,,0,0,0,,51,,4886,3,1,3,4,,,,,,,,,,,,,,,,,3,07,,760
33498,2026,06,2,46,6,09,,1,5,3,1,,,2,3,12,01,02,1,38,2,375,0,1,375,0,,,,,,,98,,4057,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,174
33499,2026,06,4,35,3,11,,2,6,4,,1,1,2,3,17,07,33,,,,,,,,,,,,,,,,1,,,,,,,,,5,07,8,,,,,,,,,,,,01,,322
33500,2026,06,1,47,0,06,,1,1,3,1,,,2,3,15,07,33,,,,375,375,1,375,375,0,,0,0,0,,113,,2100,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,138
33501,2026,06,1,10,0,03,6,1,1,6,1,,,4,3,11,08,38,,,,400,400,1,400,400,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,1,03,1,128
33502,2026,06,4,35,0,10,,2,1,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,251
33503,2026,06,4,46,6,04,,2,1,6,,1,1,2,1,18,07,31,,,,,,,,,,,,,,,,21,,,,,,,,,1,01,10,,,,,,,,,,,1,05,,369
33504,2026,06,1,24,0,11,,1,4,4,1,,,3,3,06,01,04,,,,500,350,1,500,350,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,01,,58
33505,2026,06,4,35,0,12,,2,3,0,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,,311
33506,2026,06,4,59,0,12,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,11,,202
33507,2026,06,1,35,0,09,,2,1,2,1,,,1,3,17,07,34,,,,350,350,1,350,350,0,,0,0,0,,23,,2500,1,1,2,4,,,,,,,,,,,,,,,,,1,08,,291
33508,2026,06,1,35,4,05,,2,1,5,1,,,6,3,15,02,08,,,,60,70,2,60,70,,,,,,2,21,,,,,,,,,,,,,,,,,,,,,,,1,03,1,846
33509,2026,06,1,48,7,08,,2,1,2,1,,,6,3,17,04,14,,,,400,400,1,400,400,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,1,03,3,631
33510,2026,06,4,35,4,12,,2,1,4,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,405
33511,2026,06,1,24,0,09,,1,1,5,1,,,1,3,17,04,16,,,,350,350,1,350,350,0,,0,0,0,,175,,3800,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,168
33512,2026,06,1,35,0,06,,2,1,4,1,,,1,3,17,04,16,,,,400,400,1,400,400,0,,0,0,0,,177,,5768,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,208
33513,2026,06,4,59,9,01,2,2,6,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,409
33514,2026,06,1,24,0,10,,2,2,0,1,,,2,3,15,07,34,,,,300,300,1,300,300,0,,0,0,0,,99,,2400,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,561
33515,2026,06,1,24,2,12,,1,2,2,1,,,3,3,19,01,03,,,,50,50,2,50,50,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,,05,,615
33516,2026,06,1,35,0,01,2,2,6,2,1,,,1,3,18,09,40,,,,400,400,1,400,400,0,,0,0,0,,2,,2125,3,2,2,4,,,,,,,,,,,,,,,,,1,03,,500
33517,2026,06,3,10,0,11,,1,1,0,,1,1,2,3,06,08,36,,,,,,,,,,,,,,,,4,,,,,,24,2,1,4,10,6,2,1,1,1,1,1,1,1,,,,08,,55
33518,2026,06,4,35,4,10,,1,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,1,11,,167
33519,2026,06,1,47,0,05,,1,1,4,2,,,2,3,09,08,35,,,,400,600,1,500,700,0,,200,0,200,,109,,4200,3,1,2,3,,,,,,,,,,,,,,,,,1,03,1,145
33520,2026,06,3,24,0,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,,,,2,,1,,1,1,,3,,,2,03,,216
33521,2026,06,1,10,0,07,,2,1,4,1,,,2,3,17,04,17,,,,185,185,2,185,185,0,,0,0,0,1,240,,8836,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,113
33522,2026,06,4,47,0,11,,2,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,18,,88
33523,2026,06,1,35,4,04,,2,6,5,1,,,2,3,13,02,05,,,,400,400,1,400,400,0,,0,0,0,,5,,4327,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,437
33524,2026,06,4,35,0,12,,1,4,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,352
33525,2026,06,4,35,0,08,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,0,,1,01,,406
33526,2026,06,1,48,0,07,,2,6,0,1,,,6,3,01,01,04,,,,980,980,1,980,980,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,01,,127
33527,2026,06,1,35,0,02,3,1,6,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,16,,2000,3,1,2,2,,,,,,,,,,,,,,,,,1,14,,340
33528,2026,06,1,24,0,08,,2,2,4,1,,,1,3,17,04,18,,,,365,280,1,365,280,0,,0,0,0,,205,,2865,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,293
33529,2026,06,1,35,4,03,5,2,6,5,1,,,2,1,10,06,28,,,,400,400,1,400,400,0,,0,0,0,,49,,2418,3,1,2,3,,,,,,,,,,,,,,,,,1,01,,1351
33530,2026,06,1,48,7,08,,2,1,2,1,,,2,3,09,01,03,,,,380,400,1,380,400,0,,0,0,0,,146,,2368,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,947
33531,2026,06,1,24,1,08,,1,6,4,1,,,1,3,21,02,07,,,,350,350,1,350,350,0,,0,0,0,,221,,4945,1,1,4,4,,,,,,,,,,,,,,,,,1,14,3,582
33532,2026,06,1,35,4,04,,2,6,6,1,,,2,3,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,13,,3486,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,161
33533,2026,06,4,10,0,10,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,93
33534,2026,06,3,10,0,05,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,52,4,1,,,15,2,,1,,1,,,1,,,1,06,2,88
33535,2026,06,1,35,0,08,,2,1,4,1,,,2,3,18,06,30,,,,30,30,2,30,30,0,,0,0,0,5,7,,3500,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,288
33536,2026,06,4,35,4,09,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,1,11,,103
33537,2026,06,1,24,2,02,4,2,6,3,1,,,2,3,14,02,06,,,,375,375,1,375,375,0,,0,0,0,,14,,2821,3,1,3,3,,,,,,,,,,,,,,,,,1,01,,883
33538,2026,06,1,35,4,07,,2,1,5,1,,,2,3,14,02,06,,,,400,400,1,400,400,0,,0,0,0,,240,,5769,3,1,2,4,,,,,,,,,,,,,,,,,1,03,3,145
33539,2026,06,1,13,0,05,,1,2,2,1,,,1,2,21,08,36,,,,400,400,1,400,400,0,,0,0,0,,195,,3200,1,1,1,3,,,,,,,,,,,,,,,,,1,02,,131
33540,2026,06,1,59,0,01,1,2,6,1,1,,,2,3,18,07,34,,,,50,50,2,50,50,0,,0,0,0,4,13,,1898,3,2,3,3,,,,,,,,,,,,,,,,,2,14,,194
33541,2026,06,2,35,4,09,,1,1,2,1,,,2,3,08,08,35,1,2,1,400,0,1,400,0,,,,,,,16,,4087,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,495
33542,2026,06,4,24,0,12,,1,4,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,01,,84
33543,2026,06,4,24,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,126
33544,2026,06,1,35,0,05,,1,5,4,1,,,4,3,06,08,35,,,,300,470,1,300,470,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,1,01,,316
33545,2026,06,3,59,0,02,3,2,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,25,7,2,,,62,2,,1,,1,1,,2,,,1,01,,243
33546,2026,06,1,24,0,05,,1,2,5,1,,,2,3,12,02,05,,,,350,420,1,350,420,0,,0,70,70,,9,,5500,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,169
33547,2026,06,4,47,0,05,,2,1,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,1,110
33548,2026,06,1,47,0,10,,1,1,1,1,,,2,3,01,09,40,,,,520,280,1,520,280,240,1,0,0,0,,184,,3000,3,2,1,1,,,,,,,,,,,,,,,,,1,05,,132
33549,2026,06,1,24,0,01,2,2,6,3,1,,,2,3,10,07,34,,,,150,150,2,150,150,0,,0,0,0,6,33,,1660,1,1,3,3,,,,,,,,,,,,,,,,,1,15,,268
33550,2026,06,1,11,0,06,,1,1,4,2,,,6,3,18,06,27,,,,400,320,1,800,640,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,02,,47
33551,2026,06,1,11,0,05,,2,1,6,1,,,1,3,16,04,14,,,,375,375,1,375,375,0,,0,0,0,,69,,2821,1,3,3,3,,,,,,,,,,,,,,,,,1,02,,36
33552,2026,06,1,47,0,02,3,1,6,2,1,,,2,3,06,08,36,,,,400,400,1,400,400,0,,0,0,0,,3,,1875,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,195
33553,2026,06,1,35,0,10,,1,1,4,1,,,2,3,09,08,38,,,,400,400,1,400,400,0,,0,0,0,,92,,2300,3,1,1,3,,,,,,,,,,,,,,,,,1,05,,89
33554,2026,06,1,24,0,02,4,2,6,2,1,,,2,3,20,07,34,,,,400,400,1,400,400,0,,0,0,0,,9,,2300,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,274
33555,2026,06,1,48,8,05,,2,1,5,1,,,1,1,16,05,26,,,,50,100,2,50,100,0,,0,0,0,2,53,,2100,3,2,2,2,,,,,,,,,,,,,,,,,1,03,1,700
33556,2026,06,4,24,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,01,,272
33557,2026,06,1,59,0,08,,2,4,5,1,,,2,2,17,04,17,,,,400,400,1,400,400,0,,0,0,0,,78,,6600,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,64
33558,2026,06,1,59,0,08,,2,6,4,1,,,2,3,10,07,33,,,,100,80,2,100,80,0,,0,0,0,6,2,,1300,3,4,1,1,,,,,,,,,,,,,,,,,1,01,,185
33559,2026,06,1,10,0,05,,2,6,6,1,,,2,3,17,04,16,,,,375,375,1,375,375,0,,0,0,0,,44,,4334,1,1,3,3,,,,,,,,,,,,,,,,,1,18,,144
33560,2026,06,2,35,0,11,,1,1,3,1,,,2,2,08,10,43,1,1,2,300,0,1,300,0,,,,,,,1,,2100,1,3,4,4,,,,,,,,,,,,,,,,,,07,4,275
33561,2026,06,4,13,0,08,,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,129
33562,2026,06,4,46,0,12,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,11,,54
33563,2026,06,1,24,1,06,,1,2,4,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,240,,3913,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,551
33564,2026,06,1,46,6,01,2,1,6,3,1,,,2,3,14,08,36,,,,400,400,1,400,400,0,,0,0,0,,24,,1750,3,1,1,3,,,,,,,,,,,,,,,,,1,04,,222
33565,2026,06,4,13,0,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,,11,,114
33566,2026,06,4,12,0,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,11,,153
33567,2026,06,2,10,0,09,,1,1,4,1,,,1,3,11,08,37,3,1,1,400,0,1,400,0,,,,,,,240,,3200,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,34
33568,2026,06,1,24,0,10,,1,1,4,1,,,2,3,11,08,36,,,,450,500,1,450,500,0,,0,0,0,,97,,2300,2,1,1,1,,,,,,,,,,,,,,,,,1,02,,126
33569,2026,06,1,46,0,04,,1,2,3,1,,,2,1,08,10,42,,,,400,400,1,400,400,0,,0,0,0,,51,,2400,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,163
33570,2026,06,4,59,9,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,349
33571,2026,06,4,35,4,09,,2,5,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,1,01,,283
33572,2026,06,4,10,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,49
33573,2026,06,1,48,7,08,,1,6,4,1,,,2,3,14,03,13,,,,400,400,1,400,400,0,,0,0,0,,6,,4000,3,1,2,3,,,,,,,,,,,,,,,,,1,01,,1113
33574,2026,06,4,24,2,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,09,,672
